"RunLabel"	"ComputeTemplate"	"DataDiskBytes"	"FleetVMPercent"	"MemoryStartupBytes"	"PowerScheme"	"ProcessorCount"	"VMAlignmentPct"	"Workload"	"RunType"	"CutoffType"	"QOSperVM"	"VMCount"	"IOPS"	"AverageCPU"	"AverageCSVIOPS"	"AverageCSVReadBW"	"AverageCSVReadIOPS"	"AverageCSVReadMilliseconds"	"AverageCSVWriteBW"	"AverageCSVWriteIOPS"	"AverageCSVWriteMilliseconds"	"AverageReadBW"	"AverageReadIOPS"	"AverageReadMilliseconds"	"AverageWriteBW"	"AverageWriteIOPS"	"AverageWriteMilliseconds"	"ReadMilliseconds50"	"ReadMilliseconds90"	"ReadMilliseconds99"	"WriteMilliseconds50"	"WriteMilliseconds90"	"WriteMilliseconds99"
"4bd3cd71-f3a9-4402-8ba0-4d5c780d554f"	"A1v2"	"0"	"100"	"2147483648"	"HighPerformance"	"1"	"100"	"Vdi"	"Baseline"	"No"	"0"	"256"	"3063.09776257438"	"6.62118500362015"	"4756.18633641704"	"12654456.4412796"	"2823.2284471119"	"0.0652267157596221"	"54444415.9578636"	"1932.95788930514"	"0.197574103203303"	"12546448.4355048"	"1531.5488812872"	"0.26599994856618"	"50185793.7420187"	"1531.5488812872"	"0.328203096085176"	"0.231640625"	"0.30384375"	"1.72109375"	"0.2783671875"	"0.34619921875"	"1.90886328125"
"4bd3cd71-f3a9-4402-8ba0-4d5c780d554f"	"A1v2"	"0"	"100"	"2147483648"	"HighPerformance"	"1"	"100"	"Vdi"	"AnchorSearch"	"No"	"60"	"256"	"15336.0228172633"	"5.21696495152456"	"16931.1157150455"	"63008160.4597543"	"8931.56925186139"	"0.091754230819855"	"254688742.906574"	"7999.5464631841"	"0.173198614412077"	"62724609.6844285"	"7656.81270561873"	"0.190089661684231"	"251632356.938368"	"7679.21011164453"	"0.253082019267"	"0.15419921875"	"0.2207734375"	"1.83521484375"	"0.20380078125"	"0.25458984375"	"1.873734375"
"4bd3cd71-f3a9-4402-8ba0-4d5c780d554f"	"A1v2"	"0"	"100"	"2147483648"	"HighPerformance"	"1"	"100"	"Vdi"	"AnchorSearch"	"No"	"300"	"256"	"76773.4680051158"	"8.12420622956522"	"77783.6254689672"	"314681512.484384"	"39123.1312076398"	"0.106732417869565"	"1261027867.69411"	"38660.4942613274"	"0.179105756799497"	"314365688.442033"	"38374.7178273966"	"0.273671800460771"	"1258250245.82351"	"38398.7501777195"	"0.319062431073167"	"0.245546875"	"0.3573984375"	"1.8830390625"	"0.270453125"	"0.364109375"	"1.94313671875"
"4bd3cd71-f3a9-4402-8ba0-4d5c780d554f"	"A1v2"	"0"	"100"	"2147483648"	"HighPerformance"	"1"	"100"	"Vdi"	"AnchorSearch"	"No"	"1499"	"256"	"384006.399905516"	"25.3583499210855"	"386479.498770668"	"1573248897.16253"	"194177.698283643"	"0.134933508051759"	"6294751423.5223"	"192301.800487025"	"0.298281171208168"	"1572890214.01298"	"192003.199952757"	"0.487624853351967"	"6291560856.05193"	"192003.199952757"	"0.570589738657429"	"0.467816406249999"	"0.697875"	"1.98437109375"	"0.510203125"	"0.76562890625"	"2.130046875"
"4bd3cd71-f3a9-4402-8ba0-4d5c780d554f"	"A1v2"	"0"	"100"	"2147483648"	"HighPerformance"	"1"	"100"	"Vdi"	"AnchorSearch"	"Scale"	"7500"	"256"	"1252885.18350494"	"50.9849925553034"	"1254225.95988842"	"7864400046.10569"	"961069.963419622"	"0.247585470067727"	"9600708099.72511"	"293155.996468799"	"6.7708625076577"	"7864404383.21938"	"960010.30068596"	"0.458727665867906"	"9596924160.21247"	"292874.882818984"	"6.98725697347452"	"0.33411328125"	"0.79084765625"	"1.84741796875"	"7.1439140625"	"9.81416796875"	"11.78613671875"
"4bd3cd71-f3a9-4402-8ba0-4d5c780d554f"	"A1v2"	"0"	"100"	"2147483648"	"HighPerformance"	"1"	"100"	"Vdi"	"AnchorSearch"	"Scale"	"3197"	"256"	"717833.143436814"	"43.9881027244789"	"718728.253182174"	"3351373378.78291"	"409601.567689125"	"0.246703426985252"	"10122337155.9664"	"309126.685493049"	"6.4448820391616"	"3351079065.74533"	"409067.26876774"	"0.461839488775066"	"10117640181.1562"	"308765.874669072"	"6.60952684526461"	"0.32807421875"	"0.78126171875"	"2.06018359375"	"6.89444140625"	"9.2876328125"	"10.81565625"
"4bd3cd71-f3a9-4402-8ba0-4d5c780d554f"	"A1v2"	"0"	"100"	"2147483648"	"HighPerformance"	"1"	"100"	"Vdi"	"AnchorSearch"	"No"	"2152"	"256"	"550893.885567171"	"34.7732792703086"	"553825.718779463"	"2257441435.32805"	"277975.561019945"	"0.159010121732795"	"9032876896.01941"	"275850.157759518"	"0.537222943765812"	"2256407635.77546"	"275440.385226498"	"0.570996302038685"	"9026060299.16317"	"275453.500340673"	"0.850617331923807"	"0.5251015625"	"0.88371875"	"1.91315625"	"0.7681015625"	"1.21261328125"	"2.30637890625"
"4bd3cd71-f3a9-4402-8ba0-4d5c780d554f"	"A1v2"	"0"	"100"	"2147483648"	"HighPerformance"	"1"	"100"	"Vdi"	"AnchorSearch"	"CPU"	"2478"	"256"	"625065.884042912"	"40.9438691249416"	"626048.098754023"	"2598549090.24739"	"317833.488460552"	"0.251649795688756"	"10093595914.8014"	"308214.61029347"	"5.63741803353018"	"2598190908.93606"	"317161.976188483"	"0.53366744610244"	"10089395252.5739"	"307903.907854429"	"5.83501746620446"	"0.3808671875"	"0.935906249999999"	"2.49287890625"	"6.10328515624999"	"8.45410546874999"	"9.56043359375"
"4bd3cd71-f3a9-4402-8ba0-4d5c780d554f"	"A1v2"	"0"	"100"	"2147483648"	"HighPerformance"	"1"	"100"	"Vdi"	"AnchorSearch"	"No"	"2297"	"256"	"587784.458520949"	"36.0721033098547"	"589426.662521357"	"2407567297.07264"	"295284.82926515"	"0.174702119213143"	"9632501266.67922"	"294141.833256207"	"0.735206277842581"	"2407531626.6153"	"293888.138014563"	"0.655813854094818"	"9630394630.35327"	"293896.320506386"	"1.09238780688258"	"0.59444921875"	"1.05730078125"	"2.09200390625"	"1.0082890625"	"1.55321875"	"2.68537109375"
"4bd3cd71-f3a9-4402-8ba0-4d5c780d554f"	"A1v2"	"0"	"100"	"2147483648"	"HighPerformance"	"1"	"100"	"Vdi"	"AnchorSearch"	"No"	"2369"	"256"	"606200.793350488"	"38.0709810178098"	"608014.479654264"	"2483135922.76091"	"304592.225104748"	"0.21427846584723"	"9935341676.17669"	"303422.254549516"	"1.54603654453888"	"2482961112.33825"	"303095.838908478"	"0.713705792987076"	"9932143147.15582"	"303104.954442012"	"1.86158526082197"	"0.672421875000001"	"1.2432109375"	"2.28393359375"	"1.66901953125"	"2.88586328125"	"4.775"
